ACTION,TOPIC,UTTERANCE_ID,UTTERANCE
C_ANSWERS_QUESTION_X,accessories,-1,I'm looking for a camera with accessories
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,accessories,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,I'm looking for a camera with artistic effects
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,artistic_effects,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,I'm looking for a camera with autofocus points
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,autofocus_points,-1,
C_ANSWERS_QUESTION_X,black,-1,I'm looking for a camera that comes in black
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,black,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,I'm looking for a camera with bulb mode
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,bulb_mode,-1,
C_ANSWERS_QUESTION_X,cheap,2381,I want something pretty cheap but takes good pictures
C_ANSWERS_QUESTION_X,cheap,2350,I've never owned a camera before so I'm kind of on a budget looking for something that takes good pictures and affordable
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,cheap,-1,
C_ANSWERS_QUESTION_X,color,-1,I'm looking for a colorful camera
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,color,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,I'm looking for a camera with a crop sensor
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,crop_sensor,-1,
C_ANSWERS_QUESTION_X,depth_of_field,2302,I'm just looking to take pictures with a good depth of field
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,depth_of_field,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,I'm looking for a DSLR
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,DSLR,-1,
C_ANSWERS_QUESTION_X,ease_of_use,3266,I would like just a simple camera
C_ANSWERS_QUESTION_X,ease_of_use,2452,nothing really professional just a simple point and shoot camera
C_ANSWERS_QUESTION_X,ease_of_use,2266,simple camera but just pressing the button 
C_ANSWERS_QUESTION_X,ease_of_use,2230,"I really need to decide what camera buy right now, just something simple just pressing the button and sitting keeping the memory"
C_ANSWERS_QUESTION_X,ease_of_use,2028,I just want something simple
C_ANSWERS_QUESTION_X,ease_of_use,2015,no no I'm not I'm not that good at the picture I just want something simple just for the memories in something very simple to you too
C_ANSWERS_QUESTION_X,ease_of_use,1990,ok I don't have too much time but just so simple camera
C_ANSWERS_QUESTION_X,ease_of_use,1089,it depends in all kinds of pictures but I'm just looking for a simple one
C_ANSWERS_QUESTION_X,ease_of_use,1038,all kinds of pictures what I just want something simple
C_ANSWERS_QUESTION_X,ease_of_use,-1,
C_ANSWERS_QUESTION_X,effects,794,I take pictures with my girlfriend and she wanna loose nice to have any sort of like you know effects like to make pictures better
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,effects,-1,
C_ANSWERS_QUESTION_X,expensive,-1,I'm looking for an expensive camera
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,expensive,-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",1796,okay I don't really know too much about cameras but just want a real pricey camera so
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"expensive,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,exposure,-1,I'm looking for a camera with long exposure
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,exposure,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,I'm looking for a full frame camera
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,full_frame,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,I'm looking for a camera with glamour retouch effects
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,glamour_retouch_effects,-1,
C_ANSWERS_QUESTION_X,high_performance,2202,actually that's hard to say but I need the pictures of you high quality
C_ANSWERS_QUESTION_X,high_performance,1975,I'll just wanted to know about the Sony Alpha is the camera a high quality camera
C_ANSWERS_QUESTION_X,high_performance,1968,I just want to take a high quality picture but just for show
C_ANSWERS_QUESTION_X,high_performance,1953,just say that are high quality picture and that's it
C_ANSWERS_QUESTION_X,high_performance,1813,I'm still trying to figure out right now but just really want to take high quality pictures
C_ANSWERS_QUESTION_X,high_performance,1791,just any pictures but I just want a high quality camera just because
C_ANSWERS_QUESTION_X,high_performance,-1,
C_ANSWERS_QUESTION_X,high_performance,-1,
C_ANSWERS_QUESTION_X,high_performance,-1,
C_ANSWERS_QUESTION_X,high_performance,-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",52,I want a camera that's that has good performance but is practical to use
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,ease_of_use",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",1969,yeah I'm not really knowledgeable about cameras just want to have that high quality effect
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,"high_performance,PURPOSE:novice",-1,
C_ANSWERS_QUESTION_X,image_quality,1627,I was looking for a camera just to take good pictures what do you recommend
C_ANSWERS_QUESTION_X,image_quality,-1,I'm looking for a camera with good image quality
C_ANSWERS_QUESTION_X,image_quality,-1,I'm looking for a camera with high image quality
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,image_quality,-1,
C_ANSWERS_QUESTION_X,ISO,-1,I'm looking for a camera with high ISO
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
